timestamp,city,hour,day_of_week,vehicle_type,distance_km,emission_rate,vehicle_density,travel_time_min,emission_label,city_emission_factor
2008-01-11T01:36:09.633286,Houston,1,4,sedan,50,12.546,10,3.01,0,1.7
2008-01-11T01:52:39.619887,Detroit,1,4,sedan,80,11.669,10,2.36,0,1.5
2008-01-11T04:09:11.543971,Houston,4,4,bus,90,55.468,18,2.45,1,1.7
2008-01-11T21:40:08.151586,Los Angeles,21,4,suv,60,22.264,82,4.16,0,1.6
2008-01-12T03:59:01.016587,San Francisco,3,5,truck,70,50.696,16,2.96,1,1.2
2008-01-12T04:45:55.925481,Detroit,4,5,sedan,40,7.559,8,2.57,0,1.5
2008-01-12T08:39:43.926919,Detroit,8,5,hybrid,70,9.079,84,2.78,0,1.5
2008-01-12T15:29:43.453287,Los Angeles,15,5,sedan,60,15.564,53,3.1,0,1.6
2008-01-12T23:49:11.985793,Detroit,23,5,truck,80,56.258,12,2.62,1,1.5
2008-01-13T05:18:06.985235,Detroit,5,6,truck,80,34.123,7,2.57,1,1.5
2008-01-13T16:01:37.815893,Los Angeles,16,6,sedan,80,12.67,49,3.38,0,1.6
2008-01-13T16:57:18.050430,New York,16,6,suv,50,27.257,44,3.24,0,1.4
2008-01-13T18:02:44.368919,Chicago,18,6,sedan,80,11.699,104,3.51,0,1.3
2008-01-14T00:35:26.489404,San Francisco,0,0,sedan,10,10.987,16,2.67,0,1.2
2008-01-14T03:21:59.096404,Houston,3,0,suv,50,19.37,16,2.83,0,1.7
2008-01-14T06:08:25.199641,New York,6,0,suv,70,26.704,65,3.12,0,1.4
2008-01-14T06:36:37.562705,Houston,6,0,sedan,80,10.585,70,3.14,0,1.7
2008-01-14T08:28:06.156249,Boston,8,0,truck,20,31.916,80,3.54,1,1.1
2008-01-14T13:48:32.494397,San Francisco,13,0,sedan,10,12.844,55,3.45,0,1.2
2008-01-14T20:41:42.501661,Detroit,20,0,sedan,90,14.14,34,2.32,0,1.5
2008-01-14T21:38:41.166458,Houston,21,0,suv,10,24.992,80,3.42,0,1.7
2008-01-14T22:53:45.422575,Rural Midwest,22,0,sedan,100,12.804,3,2.59,0,0.9
2008-01-15T00:19:05.266084,New York,0,1,sedan,40,10.564,17,2.76,0,1.4
2008-01-15T04:33:20.640394,New York,4,1,sedan,70,12.087,30,2.79,0,1.4
2008-01-15T10:49:01.270475,Boston,10,1,suv,30,26.588,38,3.45,0,1.1
2008-01-15T11:04:51.906462,Boston,11,1,suv,100,20.091,27,2.39,0,1.1
2008-01-15T13:37:40.340795,San Francisco,13,1,truck,20,28.939,53,2.97,0,1.2
2008-01-15T18:26:24.227349,Rural Midwest,18,1,truck,50,37.736,23,3.35,1,0.9
2008-01-16T00:01:17.769791,Boston,0,2,suv,20,22.053,14,2.72,0,1.1
2008-01-16T18:36:24.097405,San Francisco,18,2,sedan,40,14.633,69,3.87,0,1.2
2008-01-16T23:22:14.876908,Detroit,23,2,suv,30,29.112,13,2.6,0,1.5
2008-01-17T05:51:22.983862,San Francisco,5,3,bus,20,44.927,16,2.96,1,1.2
2008-01-17T08:58:33.615291,San Francisco,8,3,sedan,60,11.127,98,3.68,0,1.2
2008-01-17T16:03:23.129633,Chicago,16,3,sedan,30,13.091,49,3.22,0,1.3
2008-01-17T19:13:43.074416,Houston,19,3,old_diesel,60,57.99,134,3.75,1,1.7
2008-01-18T00:03:08.687395,Boston,0,4,sedan,100,18.421,13,2.42,0,1.1
2008-01-18T02:37:25.170589,Houston,2,4,sedan,30,11.611,20,2.41,0,1.7
2008-01-18T04:49:45.322286,Los Angeles,4,4,truck,10,39.329,22,2.24,1,1.6
2008-01-18T08:21:52.576086,Chicago,8,4,suv,10,25.202,78,2.82,0,1.3
2008-01-18T19:56:35.745433,Los Angeles,19,4,truck,90,41.302,110,3.24,1,1.6
2008-01-18T22:54:52.307253,Los Angeles,22,4,sedan,100,12.947,28,2.73,0,1.6
2008-01-19T06:46:15.080020,Los Angeles,6,5,bus,30,53.77,78,3.33,1,1.6
2008-01-19T12:09:42.069012,Boston,12,5,sedan,90,12.336,33,3.28,0,1.1
2008-01-19T12:10:06.271826,Detroit,12,5,sedan,20,11.911,33,3.39,0,1.5
2008-01-20T02:21:54.604113,New York,2,6,suv,100,22.845,14,3.01,0,1.4
2008-01-20T17:48:02.690978,New York,17,6,sedan,30,13.576,98,3.7,0,1.4
2008-01-20T22:49:28.331009,Houston,22,6,hybrid,50,8.183,10,2.89,0,1.7
2008-01-21T03:56:47.540320,San Francisco,3,0,sedan,80,14.74,15,3.0,0,1.2
2008-01-21T20:39:12.001165,Los Angeles,20,0,truck,40,41.94,76,3.25,1,1.6
2008-01-21T21:58:46.706675,Rural Midwest,21,0,truck,60,33.028,11,2.11,1,0.9
2008-01-22T06:10:24.956126,New York,6,1,hybrid,10,10.036,60,3.5,0,1.4
2008-01-22T09:17:34.073522,Boston,9,1,truck,50,41.457,69,3.29,1,1.1
2008-01-22T11:41:36.443266,Houston,11,1,sedan,30,14.05,72,4.09,0,1.7
2008-01-22T20:44:55.815061,Boston,20,1,hybrid,80,10.324,46,3.38,0,1.1
2008-01-23T05:33:35.693815,Boston,5,2,sedan,10,11.645,6,3.57,0,1.1
2008-01-23T19:14:37.477243,Houston,19,2,bus,100,55.84,163,5.05,1,1.7
2008-01-24T05:04:25.477028,Detroit,5,3,sedan,60,15.501,13,2.21,0,1.5
2008-01-24T07:06:37.427403,Boston,7,3,sedan,10,12.75,68,3.05,0,1.1
2008-01-24T14:49:33.404947,Rural Midwest,14,3,sedan,50,12.773,11,1.98,0,0.9
2008-01-24T21:32:18.199941,Houston,21,3,sedan,30,11.439,53,3.29,0,1.7
2008-01-25T08:23:49.190707,Rural Midwest,8,4,old_diesel,50,64.131,32,2.2,1,0.9
2008-01-26T02:50:22.677460,Chicago,2,5,sedan,90,12.503,9,1.99,0,1.3
2008-01-26T03:18:24.361031,Houston,3,5,truck,40,36.865,13,2.41,1,1.7
2008-01-26T04:47:35.401407,Chicago,4,5,suv,50,24.145,17,2.83,0,1.3
2008-01-26T13:00:48.747901,Los Angeles,13,5,suv,20,19.973,56,3.04,0,1.6
2008-01-26T19:45:37.583976,Rural Midwest,19,5,truck,80,36.104,20,2.73,1,0.9
2008-01-27T00:43:17.924934,Los Angeles,0,6,truck,60,42.347,15,2.79,1,1.6
2008-01-27T07:09:03.617332,Houston,7,6,suv,30,26.565,62,3.04,0,1.7
2008-01-27T16:58:48.904449,New York,16,6,sedan,10,11.061,38,2.79,0,1.4
2008-01-27T19:58:54.830746,Chicago,19,6,hybrid,10,8.515,76,2.64,0,1.3
2008-01-27T20:37:05.407050,San Francisco,20,6,truck,60,36.206,26,2.59,1,1.2
2008-01-27T22:17:48.349816,Chicago,22,6,sedan,80,11.01,10,2.57,0,1.3
2008-01-28T06:39:47.625403,New York,6,0,suv,50,27.78,59,3.39,0,1.4
2008-01-28T06:53:25.373365,Chicago,6,0,suv,60,22.521,74,3.64,0,1.3
2008-01-28T13:38:37.219932,Boston,13,0,sedan,90,14.312,48,2.59,0,1.1
2008-01-28T14:52:15.117903,Detroit,14,0,sedan,50,14.073,51,2.84,0,1.5
2008-01-28T19:23:47.174577,New York,19,0,sedan,90,12.276,142,3.56,0,1.4
2008-01-28T23:44:09.682617,San Francisco,23,0,suv,10,25.514,12,3.98,0,1.2
2008-01-29T02:06:14.116822,Rural Midwest,2,1,sedan,80,11.72,4,2.52,0,0.9
2008-01-29T02:41:49.320149,Boston,2,1,suv,60,23.222,16,3.42,0,1.1
2008-01-29T03:53:03.528493,New York,3,1,old_diesel,70,46.526,16,2.58,1,1.4
2008-01-29T04:12:43.546936,Rural Midwest,4,1,sedan,10,13.23,4,2.39,0,0.9
2008-01-29T05:52:52.232224,Boston,5,1,hybrid,40,7.885,12,2.45,0,1.1
2008-01-29T13:20:07.817992,New York,13,1,suv,100,27.837,78,3.62,0,1.4
2008-01-29T14:23:21.974110,Boston,14,1,suv,60,24.725,46,3.18,0,1.1
2008-01-30T02:23:57.234529,Detroit,2,2,suv,90,30.989,12,3.13,1,1.5
2008-01-30T07:08:18.782946,Boston,7,2,sedan,60,12.605,113,3.31,0,1.1
2008-01-30T07:58:36.497894,Rural Midwest,7,2,sedan,20,10.222,24,2.73,0,0.9
2008-01-30T10:21:51.443028,Detroit,10,2,hybrid,80,9.802,29,2.42,0,1.5
2008-01-30T12:21:02.514434,Detroit,12,2,hybrid,90,8.616,54,3.17,0,1.5
2008-01-30T14:40:02.066458,Rural Midwest,14,2,suv,60,19.669,4,2.1,0,0.9
2008-01-30T18:04:58.042653,Detroit,18,2,old_diesel,100,48.966,143,4.43,1,1.5
2008-01-30T19:59:48.311569,Los Angeles,19,2,sedan,20,12.956,160,4.13,0,1.6
2008-01-31T05:55:45.075528,Detroit,5,3,truck,20,42.449,7,2.05,1,1.5
2008-01-31T12:16:23.200607,New York,12,3,truck,40,54.591,76,3.86,1,1.4
2008-01-31T13:38:34.773355,Houston,13,3,sedan,40,14.397,71,2.87,0,1.7
2008-01-31T17:32:55.758349,Chicago,17,3,hybrid,20,9.136,123,3.91,0,1.3
2008-01-31T23:12:58.808253,Los Angeles,23,3,truck,70,38.262,22,2.64,1,1.6
2008-02-01T13:24:05.244277,Boston,13,4,sedan,80,13.198,43,3.4,0,1.1
2008-02-01T15:49:42.192286,Boston,15,4,hybrid,50,8.147,38,2.97,0,1.1
2008-02-01T17:54:26.562476,Boston,17,4,old_diesel,30,53.255,93,3.39,1,1.1
2008-02-01T19:59:57.450294,Boston,19,4,suv,30,23.545,81,3.72,0,1.1
2008-02-02T04:10:39.858337,Rural Midwest,4,5,sedan,70,15.789,3,3.0,0,0.9
2008-02-02T04:36:09.030938,Los Angeles,4,5,sedan,50,12.588,23,3.37,0,1.6
2008-02-03T15:01:48.067586,Rural Midwest,15,6,truck,40,36.864,6,1.44,1,0.9
2008-02-03T15:56:49.590761,Houston,15,6,sedan,70,13.884,42,3.16,0,1.7
2008-02-03T16:04:44.376230,Los Angeles,16,6,sedan,80,14.322,57,2.93,0,1.6
2008-02-03T19:05:15.357035,New York,19,6,bus,30,44.193,88,3.2,1,1.4
2008-02-03T20:13:08.645573,Rural Midwest,20,6,truck,10,39.712,8,2.86,1,0.9
2008-02-04T00:05:55.959800,San Francisco,0,0,hybrid,90,8.428,15,2.07,0,1.2
2008-02-04T01:31:28.776219,Detroit,1,0,truck,70,54.014,10,3.38,1,1.5
2008-02-04T01:53:52.132578,Rural Midwest,1,0,suv,10,24.033,3,2.64,0,0.9
2008-02-04T21:16:54.353727,New York,21,0,hybrid,50,8.028,74,3.47,0,1.4
2008-02-04T21:21:15.373607,Rural Midwest,21,0,truck,50,36.09,9,2.61,1,0.9
2008-02-04T21:45:21.238221,New York,21,0,sedan,70,11.34,72,3.13,0,1.4
2008-02-04T22:03:54.028507,Houston,22,0,truck,60,35.817,19,3.19,1,1.7
2008-02-04T23:54:12.285658,Houston,23,0,bus,20,60.757,19,2.52,1,1.7
2008-02-05T06:40:46.749880,Rural Midwest,6,1,sedan,30,12.769,11,3.02,0,0.9
2008-02-06T01:55:39.946667,New York,1,2,sedan,60,11.157,17,2.76,0,1.4
2008-02-06T05:48:11.067165,Houston,5,2,suv,90,24.057,20,3.17,0,1.7
2008-02-06T09:09:57.621318,San Francisco,9,2,hybrid,10,7.161,125,4.18,0,1.2
2008-02-06T12:23:39.259515,Boston,12,2,suv,30,27.908,32,3.32,0,1.1
2008-02-07T05:01:15.215093,Houston,5,3,hybrid,20,9.364,24,3.1,0,1.7
2008-02-07T10:50:29.109683,New York,10,3,sedan,70,13.551,56,3.85,0,1.4
2008-02-07T10:57:04.209418,New York,10,3,sedan,10,12.85,67,2.03,0,1.4
2008-02-08T01:02:47.255365,San Francisco,1,4,truck,10,45.467,16,2.72,1,1.2
2008-02-08T08:53:55.047142,Rural Midwest,8,4,hybrid,80,6.572,25,3.04,0,0.9
2008-02-09T01:07:53.578085,San Francisco,1,5,truck,100,43.243,15,2.34,1,1.2
2008-02-09T23:21:11.666798,San Francisco,23,5,suv,60,23.849,16,3.11,0,1.2
2008-02-10T11:00:46.720030,Houston,11,6,old_diesel,70,58.0,51,2.67,1,1.7
2008-02-10T18:06:46.335822,San Francisco,18,6,suv,90,22.161,37,2.86,0,1.2
2008-02-10T21:34:30.498824,Detroit,21,6,sedan,20,15.361,30,3.36,0,1.5
2008-02-10T23:10:46.298369,San Francisco,23,6,suv,10,25.665,11,2.05,0,1.2
2008-02-11T12:32:32.264211,Los Angeles,12,0,sedan,30,11.185,87,3.61,0,1.6
2008-02-11T13:15:49.973256,Los Angeles,13,0,sedan,70,13.857,74,3.14,0,1.6
2008-02-11T15:31:10.905036,New York,15,0,suv,60,30.01,68,3.85,1,1.4
2008-02-11T17:23:41.372030,Detroit,17,0,sedan,40,19.014,98,3.49,0,1.5
2008-02-11T20:10:18.666639,Detroit,20,0,hybrid,100,6.784,43,2.52,0,1.5
2008-02-11T23:22:31.465375,Chicago,23,0,truck,40,36.669,13,2.66,1,1.3
2008-02-12T12:34:08.747653,Rural Midwest,12,1,sedan,100,14.456,9,1.74,0,0.9
2008-02-12T14:59:30.173610,San Francisco,14,1,sedan,100,9.812,68,3.74,0,1.2
2008-02-13T05:06:39.098865,San Francisco,5,2,sedan,60,10.623,13,2.41,0,1.2
2008-02-13T07:15:40.271412,Rural Midwest,7,2,suv,70,24.478,23,2.81,0,0.9
2008-02-13T11:24:10.388075,Boston,11,2,bus,100,47.401,26,2.8,1,1.1
2008-02-13T14:24:07.454071,New York,14,2,sedan,70,12.407,48,2.8,0,1.4
2008-02-13T17:24:23.671302,New York,17,2,suv,100,21.887,181,4.81,0,1.4
2008-02-13T22:45:48.189993,Detroit,22,2,suv,50,19.631,19,3.06,0,1.5
2008-02-14T06:36:21.653618,Houston,6,3,bus,80,59.813,81,3.74,1,1.7
2008-02-14T14:32:51.216606,Rural Midwest,14,3,suv,80,24.716,8,2.07,0,0.9
2008-02-14T20:54:37.034727,Boston,20,3,suv,60,21.331,48,3.17,0,1.1
2008-02-14T23:06:12.136334,Chicago,23,3,truck,80,52.973,18,2.96,1,1.3
2008-02-15T09:04:36.481625,New York,9,4,sedan,30,12.8,144,4.35,0,1.4
2008-02-15T12:28:56.608303,Chicago,12,4,bus,90,39.139,50,2.93,1,1.3
2008-02-15T21:14:59.725280,San Francisco,21,4,old_diesel,30,81.895,65,3.04,1,1.2
2008-02-15T22:49:42.022055,New York,22,4,sedan,80,13.911,20,2.6,0,1.4
2008-02-16T09:01:14.282057,Detroit,9,5,bus,80,58.717,110,4.13,1,1.5
2008-02-16T21:50:28.635382,Boston,21,5,suv,80,26.268,24,3.02,0,1.1
2008-02-16T22:56:13.741025,Rural Midwest,22,5,sedan,60,10.901,2,2.4,0,0.9
2008-02-17T04:22:16.937540,New York,4,6,suv,40,27.693,15,2.63,0,1.4
2008-02-17T05:52:35.892729,New York,5,6,sedan,80,13.533,13,2.54,0,1.4
2008-02-17T13:38:23.167922,Rural Midwest,13,6,sedan,70,11.391,7,2.35,0,0.9
2008-02-17T21:39:01.433500,Rural Midwest,21,6,sedan,90,14.436,7,2.01,0,0.9
2008-02-18T04:47:07.888378,Los Angeles,4,0,hybrid,30,8.456,27,3.24,0,1.6
2008-02-18T19:55:45.538030,New York,19,0,truck,40,27.565,111,3.75,0,1.4
2008-02-19T01:22:07.519421,Detroit,1,1,suv,30,21.934,12,3.03,0,1.5
2008-02-19T06:40:27.817254,Houston,6,1,bus,40,47.684,61,3.42,1,1.7
2008-02-19T08:26:37.395068,San Francisco,8,1,suv,20,26.975,93,4.12,0,1.2
2008-02-19T22:19:13.343364,Chicago,22,1,sedan,70,20.463,17,2.71,0,1.3
2008-02-20T07:25:12.313770,Rural Midwest,7,2,sedan,10,12.522,17,2.41,0,0.9
2008-02-20T14:59:18.558565,Detroit,14,2,truck,80,41.565,46,3.47,1,1.5
2008-02-20T16:15:26.244297,Houston,16,2,sedan,30,16.313,57,3.2,0,1.7
2008-02-20T17:05:04.265898,Detroit,17,2,suv,90,17.724,95,4.8,0,1.5
2008-02-20T22:25:13.301092,Chicago,22,2,sedan,100,12.338,18,2.58,0,1.3
2008-02-21T04:17:44.155465,Detroit,4,3,sedan,70,10.826,18,3.07,0,1.5
2008-02-21T07:33:00.967254,Houston,7,3,suv,50,19.418,107,3.62,0,1.7
2008-02-21T10:00:15.379412,San Francisco,10,3,hybrid,100,8.345,49,3.72,0,1.2
2008-02-21T15:25:23.653076,San Francisco,15,3,truck,30,36.119,45,3.42,1,1.2
2008-02-21T19:30:30.564510,Boston,19,3,truck,100,37.095,82,3.89,1,1.1
2008-02-21T19:43:46.017985,San Francisco,19,3,sedan,30,13.515,145,3.91,0,1.2
2008-02-22T08:30:28.425249,Rural Midwest,8,4,suv,30,21.463,30,2.45,0,0.9
2008-02-22T17:17:04.885441,Detroit,17,4,sedan,100,13.871,138,4.52,0,1.5
2008-02-22T17:27:35.210616,Rural Midwest,17,4,truck,70,30.283,23,2.5,1,0.9
2008-02-22T20:08:17.699060,Los Angeles,20,4,hybrid,80,6.087,77,3.96,0,1.6
2008-02-23T00:13:08.418561,Los Angeles,0,5,sedan,80,12.391,17,2.27,0,1.6
2008-02-23T20:04:26.435999,New York,20,5,sedan,100,15.827,59,3.02,0,1.4
2008-02-23T20:45:27.000923,Los Angeles,20,5,sedan,40,11.497,62,3.41,0,1.6
2008-02-23T21:30:51.156678,Rural Midwest,21,5,hybrid,100,8.28,8,2.6,0,0.9
2008-02-24T01:58:01.417988,Detroit,1,6,suv,60,26.186,11,2.63,0,1.5
2008-02-24T04:28:10.627920,San Francisco,4,6,sedan,60,15.444,6,1.98,0,1.2
2008-02-24T08:26:52.502625,Rural Midwest,8,6,truck,100,52.511,16,2.65,1,0.9
2008-02-24T19:29:35.798047,Chicago,19,6,sedan,30,9.219,58,3.26,0,1.3
2008-02-25T04:07:10.253587,New York,4,0,old_diesel,40,42.887,24,2.77,1,1.4
2008-02-25T07:31:43.089821,Detroit,7,0,sedan,100,12.009,61,3.21,0,1.5
2008-02-25T17:42:33.613513,Rural Midwest,17,0,truck,60,40.675,21,3.09,1,0.9
2008-02-26T03:09:56.786616,Houston,3,1,suv,20,26.785,16,2.8,0,1.7
2008-02-26T06:09:26.145321,San Francisco,6,1,sedan,60,11.488,42,2.96,0,1.2
2008-02-26T07:05:25.001110,Los Angeles,7,1,bus,40,47.083,139,4.31,1,1.6
2008-02-26T07:29:55.411048,Chicago,7,1,sedan,70,12.059,131,3.3,0,1.3
2008-02-26T08:48:00.036096,Houston,8,1,suv,70,18.443,103,3.54,0,1.7
2008-02-26T20:47:58.549739,Boston,20,1,sedan,40,10.85,28,2.34,0,1.1
2008-02-26T23:53:07.127753,Detroit,23,1,bus,90,46.49,13,3.34,1,1.5
2008-02-27T02:40:52.396961,New York,2,2,suv,50,24.94,15,2.94,0,1.4
2008-02-27T07:03:06.812411,New York,7,2,bus,100,47.563,132,4.03,1,1.4
2008-02-27T21:31:53.561649,Houston,21,2,suv,90,22.22,57,2.91,0,1.7
2008-02-28T08:04:27.620745,Chicago,8,3,suv,40,22.887,112,3.17,0,1.3
2008-02-28T10:32:40.070815,New York,10,3,truck,30,35.438,54,3.54,1,1.4
2008-02-28T15:29:51.686923,San Francisco,15,3,sedan,60,16.252,45,3.12,0,1.2
2008-02-28T17:30:09.802318,Boston,17,3,suv,80,24.106,82,3.62,0,1.1
2008-02-28T20:51:46.376116,Houston,20,3,old_diesel,10,58.442,55,3.55,1,1.7
2008-02-29T00:24:41.800090,San Francisco,0,4,suv,20,20.312,18,3.33,0,1.2
2008-02-29T12:51:57.907134,Los Angeles,12,4,hybrid,30,9.728,78,4.21,0,1.6
2008-02-29T18:35:09.451736,Rural Midwest,18,4,truck,60,43.831,32,2.91,1,0.9
2008-02-29T19:37:00.734313,Rural Midwest,19,4,sedan,70,14.243,33,3.31,0,0.9
2008-03-01T04:29:00.612031,Rural Midwest,4,5,truck,90,34.282,3,2.02,1,0.9
2008-03-01T09:25:08.200693,Los Angeles,9,5,old_diesel,80,50.546,126,3.61,1,1.6
2008-03-01T09:38:58.744893,Chicago,9,5,truck,50,47.805,95,3.68,1,1.3
2008-03-01T18:35:47.514071,New York,18,5,old_diesel,60,47.051,128,4.69,1,1.4
2008-03-01T19:44:03.415290,Chicago,19,5,sedan,70,11.726,106,3.8,0,1.3
2008-03-02T00:15:19.957914,Houston,0,6,hybrid,10,12.671,12,2.54,0,1.7
2008-03-02T10:32:10.015026,Los Angeles,10,6,suv,10,20.381,43,3.04,0,1.6
2008-03-02T12:04:52.679616,New York,12,6,suv,80,20.867,44,3.49,0,1.4
2008-03-02T23:37:07.154009,Rural Midwest,23,6,hybrid,20,14.128,1,2.71,0,0.9
2008-03-03T06:26:46.541159,New York,6,0,sedan,30,11.218,57,3.19,0,1.4
2008-03-03T20:22:36.285336,Detroit,20,0,bus,60,41.146,42,3.15,1,1.5
2008-03-03T21:57:23.966805,Houston,21,0,sedan,80,13.776,49,3.59,0,1.7
2008-03-04T05:53:13.786586,New York,5,1,hybrid,20,8.047,22,2.82,0,1.4
2008-03-04T14:18:16.907794,Boston,14,1,sedan,50,14.036,40,2.76,0,1.1
2008-03-04T14:49:49.674995,Detroit,14,1,bus,60,45.181,43,3.21,1,1.5
2008-03-04T22:47:40.834493,Rural Midwest,22,1,suv,80,26.362,3,3.0,0,0.9
2008-03-05T03:34:37.421549,Los Angeles,3,2,sedan,20,12.915,24,2.98,0,1.6
2008-03-05T14:13:31.112470,Chicago,14,2,suv,100,17.689,51,3.01,0,1.3
2008-03-06T02:41:22.897489,Chicago,2,3,bus,90,42.39,11,2.12,1,1.3
2008-03-06T04:08:16.955406,Rural Midwest,4,3,truck,30,30.345,3,2.76,1,0.9
2008-03-06T19:09:21.756299,Detroit,19,3,sedan,10,13.046,82,3.81,0,1.5
2008-03-06T19:47:23.068885,San Francisco,19,3,truck,80,47.295,150,4.64,1,1.2
2008-03-07T07:41:23.286111,Rural Midwest,7,4,hybrid,30,8.971,33,3.44,0,0.9
2008-03-07T11:39:30.263001,Detroit,11,4,bus,70,44.997,61,3.24,1,1.5
2008-03-07T19:37:43.011528,Detroit,19,4,suv,20,22.22,113,2.95,0,1.5
2008-03-07T22:34:56.644071,Rural Midwest,22,4,sedan,30,11.569,2,2.95,0,0.9
2008-03-08T02:14:19.597041,New York,2,5,suv,60,22.337,15,2.56,0,1.4
2008-03-08T03:30:30.914292,San Francisco,3,5,sedan,100,11.311,15,2.36,0,1.2
2008-03-08T09:58:23.632284,Houston,9,5,suv,80,23.607,117,3.69,0,1.7
2008-03-08T19:41:10.889964,Detroit,19,5,sedan,80,13.178,74,3.75,0,1.5
2008-03-08T23:13:29.321879,San Francisco,23,5,suv,20,25.502,13,2.08,0,1.2
2008-03-08T23:47:47.814100,Houston,23,5,old_diesel,40,41.935,20,2.73,1,1.7
2008-03-09T00:45:13.077397,Houston,0,6,hybrid,40,9.261,9,2.56,0,1.7
2008-03-10T00:40:06.294228,New York,0,0,sedan,60,12.709,22,2.96,0,1.4
2008-03-10T06:46:58.971437,Chicago,6,0,bus,50,60.438,46,2.92,1,1.3
2008-03-10T17:09:06.255237,San Francisco,17,0,suv,70,24.952,119,3.49,0,1.2
2008-03-11T05:48:31.536249,San Francisco,5,1,suv,70,21.383,19,2.67,0,1.2
2008-03-11T07:07:59.460340,New York,7,1,sedan,50,17.166,138,4.62,0,1.4
2008-03-11T09:11:02.860212,San Francisco,9,1,hybrid,30,9.707,129,3.93,0,1.2
2008-03-11T09:29:21.899100,Houston,9,1,suv,90,25.668,113,4.0,0,1.7
2008-03-11T19:33:15.831527,Los Angeles,19,1,suv,100,25.847,199,4.59,0,1.6
